100	8.5
200	-25.0
239	35.5
339	23.0
439	-11.5
539	41
639	-58.0
739	56.5
839	-68
939	20.5
1039	-8.5
1134	7.5
1234	4.0
1334	14.0
1434	-92
1511	45.0
1611	109.5
1711	12.5
1811	36.5
1911	-31.0
2011	-25.5
2034	8.5
2134	47.0
2234	23.5
2289	76.0
2389	11
2449	30.5
2549	-95.5
2626	26.5
2726	4
2821	-3.5
2900	45
3000	8.5
3100	-18.0
3200	-28.5
3300	-102
3400	0
3500	54.5
3600	35.0
3700	3.0
3800	-95
3877	-20.0
3977	-0.5
4077	-4.0
4177	-90.0
4277	-57.0
4377	-71
4471	59.0
4571	16.5
4671	-1.5
4771	-77.5
4871	5.0
4971	0.5
5071	22.0
5171	45
5271	-32.5
5371	-56
5471	35
5571	-89.0
5671	-25.0
5771	-39
5871	-34.5
5971	-51.5
6071	7.0
6171	-60
6271	-58
6371	-35.5
6471	-29.5
6571	-0.5
6671	-41.5
6771	-48.5
6871	-60.0
6971	-17
7071	-111
7171	57.5
7271	-22.0
7371	65.5
7471	-88.0
7571	13.0
7671	-124.0
7771	20.0
7871	-68.0
7971	-13.0
8071	-65.5
8149	-11.0
8249	-3.5
8317	43.5
8417	-63
8517	-41.0
8617	-87
8717	26.5
8817	20.5
8917	-14.0
9017	-123
9117	-19.0
9217	-108
9317	-17.5
9417	-37.0
9517	-76.0
9617	-30.0
9717	-42.5
9817	-96.0
9917	-64.5
10017	-90
10117	-17
10217	-12.5
10317	14.5
10401	51.0
10501	-8
10575	14.5
10675	-73.0
10775	1
10861	67
10961	-26.5
11061	-69.5
11161	-26
11234	59.0
11334	74.5
11434	-90
11534	83.5
11634	-42
11734	22
11834	-27.0
11934	-39.5
12034	-26.5
12082	7.0
12182	-39
12245	31.0
12345	-98
12430	20.5
12510	30.5
12549	-10.5
12649	-21
12749	-73.5
12849	-67
12949	-65.0
13049	-80.0
13149	22.0
13249	-31.0
13349	-128.5
13449	-57.5
13549	-87.5
13649	-31.0
13688	34.5
13788	-125.5
13888	-48.5
13988	-26
14088	-23.5
14188	45.0
14288	-41
14388	-130
14488	-39.5
14588	-96.0
14688	10.0
14788	-99
14888	-69.5
14988	-19.5
15088	-17.0
15188	32
15288	-72
15388	-99
15488	-45.5
15588	-5.0
15688	19.0
15788	-48.0
15888	-73
15940	3.0
16040	71.5
16140	-49.0
16240	-44.5
16309	24.5
16409	41
16509	-34.0
16576	41.0
16676	-110.5
16776	52.5
16876	-147
16976	33.5
17076	-78
17176	-50
17276	-30.5
17376	-15.0
17476	-55.5
17576	-29.5
17676	16.0
17776	8.0
17876	-14
17976	-104.0
18076	-75
18176	-83
18214	68
18314	13.5
18414	16.5
18514	-44
18614	17.5
18714	-1.0
18784	50.5
18884	41.0
18984	-76.0
19084	-49.0
19184	35.5
19284	-150
19384	5.0
19484	19.0
19560	34.5
19660	-31.5
19760	10.0
19860	-55.5
19960	-83.0
20027	76.5
20127	-51.0
20213	-14.0
20313	-62.0
20398	37.0
20498	13.5
20598	-73.5
20698	-26.5
20770	4.5
20870	-46
20970	-107.5
21070	-62.5
21170	37.5
21270	-2
21370	-145.5
21470	-7.5
21570	82.5
21670	16.5
21770	-73
21870	-3.0
21970	-49.5
22070	-81.5
22170	-25.5
22270	8.0
22370	-6.5
22470	-19.0
22570	31.5
22670	-31
22770	11.0
22870	-180.5
22970	-101.0
23070	-23.0
23170	-4.0
23270	-60.0
23370	-14
23470	-7.5
23570	-83
23670	-4.5
23770	6.0
23841	-8.5
23941	37.5
24041	-29.0
24141	-84.5
24164	-7.0
24264	-17.5
24364	-43.5
24464	-107.5
24564	-55.5
24664	39.0
24764	-14.0
24839	-20.5
24878	53
24954	54.0
25054	-61
25154	-53.0
25254	-74.5
25354	-22.0
25454	-103.0
25507	57.5
25543	41.5
25643	21
25743	-52.5
25843	-53
25943	-43.5
26043	-178.5
26143	-6.0
26243	-79
26343	11.0
26443	-36.0
26543	-90
26613	69.5
26713	-95.0
26813	5
26913	7.5
27013	-67.5
27113	-103.0
27213	12.5
27277	22.5
27377	22.0
27444	32.0
27544	44.5
27644	-171.0
27744	-138.5
27844	-47
27944	-8.5
28044	-97
28144	35
28244	-117.0
28344	-67.0
28444	-2.0
28544	-7.0
28644	-6.5
28744	-52.0
28844	31.5
28944	-55.5
29044	-84
29144	-73.5
29244	-162.5
29277	20.0
29376	43
29476	-35.5
29576	-149.5
29676	-53
29776	-34.5
29876	59.5
29939	4.0
30039	-125.5
30139	-65.0
30239	-42.5
30339	-27.0
30439	-5.0
30539	-108.5
30639	-11.0
30739	-45.0
30839	-18.5
30911	-7.0
31011	-68.5
31060	-9.5
31160	-43.5
31260	-1.5
31360	16.0
31460	0.5
31560	-16.0
31660	42.0
31760	-9.0
31811	-11.0
31911	58.5
32011	-54.5
32111	2.5
32142	52
32242	-33.0
32342	-7.0
32442	-98.5
32542	-12.5
32642	-65.0
32742	-72.5
32803	65.5
32848	-17.0
32948	-4
33048	-47.5
33148	-15.0
33248	22.0
33348	-82.0
33448	-119.5
33548	1.5
33628	61.5
33728	-60.0
33828	-4.5
33888	35.0
33988	-4.0
34088	-5.5
34188	-32.0
34288	60.5
34322	-6.0
34422	51.5
34522	-22.0
34622	6.5
34680	-11.5
34780	-41
34880	-40.5
34980	37.0
35080	-80.5
35180	0.0
35280	-25.5
35336	11.5
